City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,shepparton,-36.3833,145.4,12.41,90,18,4.07,AU,1701020363
368,alice springs,-23.7,133.8833,17.75,94,94,2.57,AU,1701020363
369,saint-philippe,-21.3585,55.7679,24.77,76,58,4.26,RE,1701020364
370,touros,-5.1989,-35.4608,29.05,54,23,7.58,BR,1701020365
371,kinkala,-4.3614,14.7644,23.24,88,100,0.62,CG,1701020218
372,kharkhorin,47.1975,102.8238,-9.62,71,56,7.14,MN,1701020367
373,funafuti,-8.5243,179.1942,29.15,78,48,5.76,TV,1701020147
374,acarau,-2.8856,-40.12,30.02,61,57,8.56,BR,1701020369
375,murzuq,25.9155,13.9184,16.73,39,0,3.36,LY,1701020369
376,ruidoso,33.3317,-105.673,4.2,60,4,1.08,US,1701020222
377,kerikeri,-35.2268,173.9474,10.09,91,12,1.53,NZ,1701020371
378,namdrik,5.5994,168.1028,28.32,81,89,8.3,MH,1701020372
379,alamosa,37.4695,-105.87,-6.01,58,0,0.0,US,1701020372
380,hammerfest,70.6634,23.6821,-3.75,80,20,4.12,NO,1701020087
381,howard springs,-12.497,131.047,25.95,85,73,1.72,AU,1701020374
382,smithers,54.7804,-127.1743,-1.82,100,100,3.09,CA,1701020113
383,amstetten,48.1229,14.8721,1.55,93,66,2.91,AT,1701020376
384,posto fiscal rolim de moura,-13.0833,-62.2667,34.87,39,99,2.13,BR,1701020377
385,brokopondo,4.75,-55.1667,31.75,53,95,1.17,SR,1701020378
386,lahij,13.1667,44.5833,23.18,75,19,1.42,YE,1701020379
387,minas de marcona,-15.2119,-75.1103,21.0,53,86,5.96,PE,1701020379
388,peruibe,-24.32,-46.9983,22.22,81,100,2.05,BR,1701020380
389,hagere maryam,5.6333,38.2333,15.12,89,78,1.79,ET,1701020381
390,penzance,50.1186,-5.5371,13.2,85,100,7.74,GB,1701020381
391,suez,29.9737,32.5263,18.68,31,0,3.4,EG,1701020382
392,beli,7.8587,10.9719,28.38,63,36,1.34,NG,1701020383
393,nako,31.8814,78.627,1.52,43,100,0.8,IN,1701020384
394,eshowe,-28.8865,31.4699,20.45,87,86,0.97,ZA,1701020384
395,ceeldheer,3.8488,47.1806,27.02,81,97,7.73,SO,1701020385
396,siuna,13.7332,-84.7773,30.58,58,34,2.83,NI,1701020386
397,siocon,7.7061,122.1353,25.84,85,40,1.63,PH,1701020387
398,barra dos coqueiros,-10.9089,-37.0386,29.01,61,20,6.69,BR,1701020387
399,haiku-pauwela,20.9219,-156.3051,24.47,76,20,3.6,US,1701020388
400,chivacoa,10.1603,-68.895,28.95,69,38,1.65,VE,1701020389
401,onega,63.9061,38.1404,-13.42,94,100,2.91,RU,1701020390
402,manokwari,-0.8667,134.0833,25.56,83,100,1.95,ID,1701020390
403,fayroz koh,34.5195,65.2509,5.69,50,64,2.13,AF,1701020391
404,elko,41.0002,-115.5012,-6.58,86,88,1.34,US,1701020392
405,sergeyevka,53.88,67.4158,-0.62,89,100,2.56,KZ,1701020392
406,la passe,45.5549,-0.8967,6.13,65,100,2.14,FR,1701020393
407,chontalpa,17.7,-93.5167,28.34,75,55,1.42,MX,1701020394
408,bijar,35.8668,47.6051,5.98,65,4,3.36,IR,1701020394
409,zaigrayevo,51.8336,108.2703,-14.36,83,36,4.78,RU,1701020395
410,urangan,-25.3,152.9,22.72,79,91,2.42,AU,1701020396
411,rodolfo sanchez taboada,31.7167,-116.5667,18.39,27,94,1.79,MX,1701020397
412,el calafate,-50.3408,-72.2768,9.75,40,20,6.45,AR,1701020397
413,tokar,18.4254,37.729,28.64,70,63,6.26,SD,1701020398
414,manggar,-2.8833,108.2667,25.75,84,100,0.95,ID,1701020399
415,kenai,60.5544,-151.2583,2.3,98,100,0.0,US,1701020399
416,musan-up,42.2261,129.2078,-3.1,84,98,1.0,KP,1701020400
417,magalia,39.8121,-121.5783,11.18,30,0,1.79,US,1701020321
418,alofi,-19.0595,-169.9187,24.94,94,28,2.06,NU,1701020401
419,kosong,38.3788,128.4676,7.27,72,68,3.29,KR,1701020402
420,galle,6.0367,80.217,25.09,90,39,3.21,LK,1701020403
421,liangxiang,39.7319,116.14,0.06,36,0,0.55,CN,1701020404
422,teknaf,20.8624,92.3058,22.27,86,14,2.46,BD,1701020404
423,peremyshlyany,49.6652,24.5585,-1.75,81,100,9.03,UA,1701020405
424,yarmouth,41.7057,-70.2286,8.4,70,40,4.63,US,1701020406
425,aykhal,66.0,111.5,-20.03,99,98,3.86,RU,1701020407
426,kununurra,-15.7667,128.7333,23.99,83,99,4.12,AU,1701020407
427,woodend,-43.3167,172.6667,9.68,79,14,1.18,NZ,1701020408
428,vernon,50.2581,-119.2691,3.67,80,97,0.89,CA,1701020409
429,nar'yan-mar,67.6713,53.087,-17.16,96,100,1.34,RU,1701020409
430,bloemfontein,-29.1211,26.214,30.71,25,0,0.51,ZA,1701020410
431,roberval,48.5168,-72.2324,1.35,69,75,2.57,CA,1701020182
432,barra de santo antonio,-9.4047,-35.5072,30.6,53,29,4.28,BR,1701020411
433,yemetsk,63.4721,41.7941,-19.0,99,48,1.21,RU,1701020412
434,cidreira,-30.1811,-50.2056,22.45,75,46,8.01,BR,1701020413
435,ozernyy,55.5802,32.4127,-6.47,95,100,2.81,RU,1701020413
436,copala,16.65,-98.9833,29.91,61,15,1.68,MX,1701020414
437,celestun,20.8667,-90.4,28.98,67,2,3.18,MX,1701020415
438,anna regina,7.2644,-58.5077,29.16,66,62,4.12,GY,1701020416
439,corner brook,48.9667,-57.9484,1.09,84,100,3.77,CA,1701020416
440,remire-montjoly,4.9167,-52.2667,28.02,83,75,3.09,GF,1701020417
441,wajir,1.7471,40.0573,29.68,57,100,3.23,KE,1701020418
442,namie,37.4833,141.0,4.19,72,90,2.57,JP,1701020418
443,saipan,15.1355,145.701,26.39,94,100,6.69,MP,1701020419
444,shingu,33.7333,135.9833,7.97,62,0,2.19,JP,1701020420
445,ulladulla,-35.35,150.4667,19.32,91,94,2.75,AU,1701020421
446,magadan,59.5667,150.8,-16.37,92,100,4.54,RU,1701020421
447,santiago de chuco,-8.15,-78.1833,16.38,59,97,0.96,PE,1701020422
448,jianshui,23.6363,102.8264,12.81,89,52,0.74,CN,1701020423
449,antofagasta,-23.65,-70.4,19.6,64,16,3.79,CL,1701020305
450,popondetta,-8.7537,148.2534,23.44,96,99,1.43,PG,1701020424
451,den burg,53.0542,4.7972,7.99,84,100,2.57,NL,1701020425
452,anaco,9.4389,-64.4728,31.86,48,67,4.92,VE,1701020426
453,saudarkrokur,65.7461,-19.6394,2.42,84,90,4.42,IS,1701020426
454,san juan de miraflores,-12.1629,-76.9635,20.29,72,83,4.26,PE,1701020427
455,louis trichardt,-23.0439,29.9032,24.3,38,13,2.49,ZA,1701020428
456,yaring,6.8662,101.3689,23.87,93,100,3.22,TH,1701020428
457,pointe-du-lac,46.2869,-72.6845,2.98,68,75,2.06,CA,1701020429
458,chachapoyas,-6.2317,-77.869,16.49,82,96,1.05,PE,1701020430
459,nova vicosa,-17.8919,-39.3719,26.29,63,67,5.21,BR,1701020430
460,inebolu,41.9747,33.7608,5.93,84,85,10.29,TR,1701020431
461,brookings,44.3114,-96.7984,-1.46,77,100,9.26,US,1701020432
462,kirkwall,58.9848,-2.9587,6.65,93,75,4.12,GB,1701020432
463,dalnegorsk,44.5604,135.5701,-9.67,83,34,1.79,RU,1701020433
464,pinheiro machado,-31.5783,-53.3811,24.83,51,1,2.68,BR,1701020434
465,lerwick,60.1545,-1.1494,6.0,71,86,7.46,GB,1701020378
466,bandarbeyla,9.4942,50.8122,26.84,78,32,7.83,SO,1701020435
467,saveh,35.0213,50.3566,14.85,36,0,3.72,IR,1701020436
468,yeonggwang,35.275,126.5094,5.81,61,92,1.93,KR,1701020437
469,san luis de la loma,17.2706,-100.8939,29.73,59,5,2.09,MX,1701020437
470,wuchang,44.9143,127.15,-11.96,96,100,1.61,CN,1701020438
471,fig tree,-33.0317,148.7511,12.97,70,0,1.24,AU,1701020439
472,black point,-34.6187,137.8972,15.77,79,13,7.24,AU,1701020439
473,maisi,43.0395,41.2621,12.12,72,93,3.24,GE,1701020440
474,mount pearl,47.5166,-52.7813,1.36,75,100,5.14,CA,1701020441
475,ouarzazat,30.9189,-6.8934,19.16,6,0,2.06,MA,1701020441
476,ponta delgada,37.7333,-25.6667,20.4,94,75,6.17,PT,1701020442
477,santana,-0.0583,-51.1817,35.1,52,40,7.2,BR,1701020443
478,oued el abtal,35.456,0.6878,15.16,39,8,1.5,DZ,1701020443
479,letlhakane,-21.4167,25.5833,31.57,13,67,6.83,BW,1701020444
480,delijan,33.9905,50.6838,12.92,38,0,1.4,IR,1701020445
481,severnoye,56.3491,78.3619,-0.57,97,94,3.58,RU,1701020445
482,port saint john's,-31.6229,29.5448,23.07,96,99,3.64,ZA,1701020446
483,juneau,58.3019,-134.4197,7.45,97,100,7.72,US,1701020447
484,chebba,35.2372,11.115,16.28,39,3,1.09,TN,1701020448
485,brush,40.2589,-103.6238,0.26,80,2,4.63,US,1701019998
486,olinda,-8.0089,-34.8553,29.85,51,0,7.72,BR,1701020246
487,illizi,26.4833,8.4667,22.89,26,7,5.16,DZ,1701020450
488,fraserburgh,57.6874,-2.0184,3.4,81,83,4.5,GB,1701020451
489,srivardhan,18.0333,73.0167,26.0,82,0,1.38,IN,1701020452
490,betio village,1.358,172.9211,27.02,75,81,2.97,KI,1701020453
491,kismayo,-0.3582,42.5454,27.5,78,100,4.19,SO,1701020453
492,attapeu,14.8,106.8333,22.93,82,59,1.42,LA,1701020454
493,usogorsk,63.4106,48.6872,-20.0,100,78,1.4,RU,1701020455
494,puerto aysen,-45.4,-72.7,17.02,41,94,1.96,CL,1701020455
495,kulhudhuffushi,6.6221,73.07,28.94,75,49,7.95,MV,1701020456
496,robore,-18.3333,-59.75,30.94,52,87,3.51,BO,1701020457
497,saint-louis,16.3333,-15.0,35.8,11,0,2.81,SN,1701020457
498,tan-tan,28.438,-11.1032,19.97,68,0,6.17,MA,1701020458
499,guerrero negro,27.9769,-114.0611,19.7,51,56,1.72,MX,1701020459
500,toamasina,-18.1667,49.3833,24.0,94,75,1.03,MG,1701020459
501,katsuura,35.1333,140.3,9.77,83,13,1.33,JP,1701020460
502,miri,4.4148,114.0089,25.08,94,40,2.06,MY,1701020461
503,kralendijk,12.15,-68.2667,30.99,66,75,6.69,BQ,1701020461
504,chita,52.0333,113.55,-25.02,76,29,1.0,RU,1701020462
505,coquimbo,-29.9533,-71.3436,16.85,72,75,5.66,CL,1701020403
506,kasama,-10.2129,31.1808,17.32,95,93,3.32,ZM,1701020464
507,margate,51.3813,1.3862,7.05,83,100,2.24,GB,1701020465
508,chalisgaon,20.4667,75.0167,19.51,93,95,4.9,IN,1701020466
509,agat village,13.3886,144.6585,28.06,91,40,4.12,GU,1701020467
510,la'ie,21.6477,-157.9253,24.14,81,93,4.92,US,1701020472
511,fort st. john,56.2499,-120.8529,-1.06,80,75,2.57,CA,1701020414
512,chambarak,40.5966,45.355,6.36,61,12,8.33,AM,1701020474
513,abu jibeha,11.4562,31.2285,30.39,24,38,3.34,SD,1701020475
514,antsiranana,-12.2787,49.2917,25.99,79,100,6.53,MG,1701020475
515,tromso,69.6496,18.957,-2.99,93,20,2.06,NO,1701020476
516,eraan,9.0629,117.7016,25.81,86,92,1.37,PH,1701020477
517,leduc,53.2668,-113.552,1.95,79,75,4.63,CA,1701020203
518,darwin,-12.4611,130.8418,25.99,83,70,1.03,AU,1701020225
519,rudbar,30.15,62.6,17.45,53,87,1.91,AF,1701020480
520,okahandja,-21.9833,16.9167,26.71,41,94,4.89,NA,1701020481
521,zemio,5.0314,25.1361,22.34,87,100,1.27,CF,1701020483
522,fortuna,40.5982,-124.1573,6.19,93,0,4.63,US,1701020484
523,bandar abbas,27.1865,56.2808,24.99,69,99,1.03,IR,1701020485
524,arraial do cabo,-22.9661,-42.0278,25.98,69,75,7.72,BR,1701020486
525,gadzhiyevo,69.2551,33.3362,-5.83,85,100,3.33,RU,1701020486
526,at taj,24.2049,23.2857,16.36,31,22,4.12,LY,1701020487
527,kharan,28.5833,65.4167,18.48,36,37,1.51,PK,1701020489
528,normal,40.5142,-88.9906,1.69,94,100,4.12,US,1701020490
529,alenquer,-1.9417,-54.7383,31.11,53,47,3.13,BR,1701020358
530,nizhnesortymskiy,62.4397,71.7603,-20.68,100,70,2.15,RU,1701020492
531,berezovyy,51.6667,135.7,-18.14,76,25,3.14,RU,1701020492
532,sitka,57.0531,-135.33,7.78,93,100,2.69,US,1701020493
533,atherton,53.5237,-2.4935,5.68,88,100,0.89,GB,1701020494
534,roma,43.2128,-75.4557,5.21,59,0,5.14,US,1701020495
535,yakeshi,49.2833,120.7333,-18.73,99,100,1.08,CN,1701020495
536,sidi khaled,34.387,4.9879,14.95,43,2,3.54,DZ,1701020496
537,paracuru,-3.41,-39.0306,28.39,60,22,7.28,BR,1701020497
538,daru,-9.0763,143.2092,26.06,83,98,3.89,PG,1701020498
539,malango,-2.9627,119.9001,19.95,97,99,0.61,ID,1701020499
540,los llanos de aridane,28.6585,-17.9182,19.86,75,75,2.24,ES,1701020499
541,jabor,5.921,169.6434,28.14,82,68,8.13,MH,1701020500
542,pontes e lacerda,-15.2261,-59.3353,31.67,51,42,1.25,BR,1701020501
543,hinton,53.4001,-117.5857,-0.01,74,84,2.2,CA,1701020501
544,inarajan village,13.2736,144.7484,28.08,95,100,8.57,GU,1701020502
545,kiunga,-6.1219,141.2906,22.84,99,100,0.49,PG,1701020503
546,siwa oasis,29.2041,25.5195,18.07,57,6,3.98,EG,1701020504
547,macapa,0.0389,-51.0664,34.99,52,40,7.2,BR,1701020504
548,yokadouma,3.5167,15.05,23.5,89,62,0.92,CM,1701020505
549,newman,37.3138,-121.0208,10.16,58,99,1.34,US,1701020506
550,severo-yeniseyskiy,60.3725,93.0408,-29.65,99,16,1.0,RU,1701020506
551,nguigmi,14.2495,13.1092,29.85,25,86,2.74,NE,1701020507
552,huicheng,23.0385,116.2899,17.18,90,18,2.06,CN,1701020508
553,santa ana,33.7456,-117.8678,20.12,24,75,6.17,US,1701020481
554,bodaybo,57.8506,114.1933,-20.06,99,100,1.01,RU,1701020509
